Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 50, 66565, 0, 176, 8485
0, 51, 66717, 0, 176, 8485
0, 52, 66630, 0, 176, 8485
0, 53, 66489, 0, 176, 8485
0, 54, 66544, 0, 176, 8485
0, 55, 66706, 0, 176, 8485
0, 56, 66612, 0, 176, 8485
0, 57, 66613, 0, 176, 8485
0, 58, 66620, 0, 176, 8485
0, 59, 66538, 0, 176, 8485
0, 60, 66529, 0, 176, 8485
0, 0, 0, 66605
3500, 1, 75319, 0, 198, 8463
0, 2, 77411, 0, 198, 8463
0, 3, 77659, 0, 198, 8463
0, 4, 77289, 0, 198, 8463
0, 5, 77215, 0, 198, 8463
0, 6, 77313, 0, 198, 8463
0, 7, 77705, 0, 198, 8463
0, 8, 77370, 0, 198, 8463
0, 9, 77968, 0, 198, 8463
0, 10, 77757, 0, 198, 8463
0, 11, 77414, 0, 198, 8463
0, 12, 77195, 0, 198, 8463
0, 13, 77270, 0, 198, 8463
0, 14, 77361, 0, 198, 8463
0, 15, 77261, 0, 198, 8463
0, 16, 77235, 0, 198, 8463
0, 17, 77365, 0, 198, 8463
0, 18, 77162, 0, 198, 8463
0, 19, 77657, 0, 198, 8463
0, 20, 77275, 0, 198, 8463
0, 21, 77493, 0, 198, 8463
0, 22, 77485, 0, 198, 8463
0, 23, 77385, 0, 198, 8463
0, 24, 77374, 0, 198, 8463
0, 25, 77251, 0, 198, 8463
0, 26, 77200, 0, 198, 8463
0, 27, 77145, 0, 198, 8463
0, 28, 76979, 0, 198, 8463
0, 29, 77272, 0, 198, 8463
0, 30, 77362, 0, 198, 8463
0, 31, 77266, 0, 198, 8463
0, 32, 77682, 0, 198, 8463
0, 33, 77319, 0, 198, 8463
0, 34, 77403, 0, 198, 8463
0, 35, 77204, 0, 198, 8463
0, 36, 77216, 0, 198, 8463
0, 37, 77494, 0, 198, 8463
0, 38, 77134, 0, 198, 8463
0, 39, 77346, 0, 198, 8463
0, 40, 77373, 0, 198, 8463
0, 41, 77325, 0, 198, 8463
0, 42, 77228, 0, 198, 8463
0, 43, 77448, 0, 198, 8463
0, 44, 77099, 0, 198, 8463
0, 45, 77160, 0, 198, 8463
0, 46, 77224, 0, 198, 8463
0, 47, 77208, 0, 198, 8463
0, 48, 77296, 0, 198, 8463
0, 49, 77323, 0, 198, 8463
0, 50, 77301, 0, 198, 8463
0, 51, 77131, 0, 198, 8463
0, 52, 77224, 0, 198, 8463
0, 53, 77254, 0, 198, 8463
0, 54, 77375, 0, 198, 8463
0, 55, 77246, 0, 198, 8463
