Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 17, 1239, 0, 14, 8647
0, 18, 1048, 0, 14, 8647
0, 19, 1050, 0, 14, 8647
0, 20, 1066, 0, 14, 8647
0, 21, 1046, 0, 14, 8647
0, 22, 1078, 0, 14, 8647
0, 23, 1049, 0, 14, 8647
0, 24, 1048, 0, 14, 8647
0, 25, 1073, 0, 14, 8647
0, 26, 1047, 0, 14, 8647
0, 27, 1051, 0, 14, 8647
0, 28, 1050, 0, 14, 8647
0, 29, 1046, 0, 14, 8647
0, 30, 1047, 0, 14, 8647
0, 31, 1048, 0, 14, 8647
0, 32, 1046, 0, 14, 8647
0, 33, 1298, 0, 14, 8647
0, 34, 1066, 0, 14, 8647
0, 35, 1055, 0, 14, 8647
0, 36, 1054, 0, 14, 8647
0, 37, 1072, 0, 14, 8647
0, 38, 1047, 0, 14, 8647
0, 39, 1047, 0, 14, 8647
0, 40, 1058, 0, 14, 8647
0, 41, 1048, 0, 14, 8647
0, 42, 1046, 0, 14, 8647
0, 43, 1049, 0, 14, 8647
0, 44, 1092, 0, 14, 8647
0, 45, 1056, 0, 14, 8647
0, 46, 1074, 0, 14, 8647
0, 47, 1046, 0, 14, 8647
0, 48, 1060, 0, 14, 8647
0, 49, 1084, 0, 14, 8647
0, 50, 1047, 0, 14, 8647
0, 51, 1049, 0, 14, 8647
0, 52, 1049, 0, 14, 8647
0, 53, 1046, 0, 14, 8647
0, 54, 1058, 0, 14, 8647
0, 55, 1069, 0, 14, 8647
0, 56, 1050, 0, 14, 8647
0, 57, 1048, 0, 14, 8647
0, 58, 1050, 0, 14, 8647
0, 59, 1074, 0, 14, 8647
0, 60, 1046, 0, 14, 8647
0, 0, 0, 1061
10, 1, 1031, 0, 14, 8647
0, 2, 1045, 0, 14, 8647
0, 3, 1049, 0, 14, 8647
0, 4, 1197, 0, 14, 8647
0, 5, 1049, 0, 14, 8647
0, 6, 1080, 0, 14, 8647
0, 7, 1074, 0, 14, 8647
0, 8, 1045, 0, 14, 8647
0, 9, 1045, 0, 14, 8647
